Time,Amplitude
0.0,1.1735942271339361
0.01,0.6019117107517337
0.02,0.15524125929266822
0.03,-0.033271764176408675
0.04,-0.140007537053991
0.05,-0.19389794648050665
0.06,-0.18772529652457248
0.07,-0.15232062625036624
0.08,-0.16838043460136384
0.09,-0.20274696419251967
0.1,-0.22922190539887932
0.11,-0.21116060055888208
0.12,-0.17625214567660225
0.13,-0.1821665335379193
0.14,-0.1823486785918871
0.15,-0.12492868780540861
0.16,-0.03780443213834387
0.17,0.1354730415273125
0.18,0.3447585977585414
0.19,0.4834681534422697
0.2,0.3964063745386302
0.21,0.15252925633963144
0.22,0.02229491234914372
0.23,-0.0511011079015366
0.24,-0.07357566431775592
0.25,-0.08035431302355188
0.26,-0.08254266720240948
0.27,-0.09524297250433637
0.28,-0.13316807454613566
0.29,-0.17153744426689482
0.3,-0.16415509792980046
0.31,-0.17140988726486983
0.32,-0.13466158235699913
0.33,-0.11481118375609778
0.34,-0.06673363259478926
0.35,0.03738458370369222
0.36,0.11702131483491984
0.37,0.21021723315725685
0.38,0.26132760477780737
0.39,0.30443344544461654
0.4,0.22012708435762737
0.41,0.09363035785582138
0.42,0.026298591098359664
0.43,-0.037631866053212996
0.44,-0.0675764058529245
0.45,-0.09320619942707681
0.46,-0.10926985853038841
0.47,-0.1190253932208504
0.48,-0.12553530882680305
0.49,-0.1259336577504601
0.5,-0.10763317282934834
0.51,-0.09413940875767282
0.52,-0.09482594213123592
0.53,-0.04566400456477439
0.54,0.018015227770483106
0.55,0.028513947114048
0.56,0.10889665799832352
0.57,0.21413698234742803
0.58,0.23354843241570888
0.59,0.2006057389055659
0.6,0.08739943526558279
0.61,-0.0021670119977644903
0.62,-0.03731979265114835
0.63,-0.0779941650487786
0.64,-0.08606014820097219
0.65,-0.10080744768007459
0.66,-0.09640354372820677
0.67,-0.11228042140155778
0.68,-0.11222609753486762
0.69,-0.09212776679249585
0.7,-0.06966910640304307
0.71,-0.03834632825237438
0.72,-0.030593557545033418
0.73,0.005937129484264676
0.74,0.06454712737922218
0.75,0.1725228644884845
0.76,0.19790683065684536
0.77,0.18672303202410914
0.78,0.15619815204916565
0.79,0.0569091063063424
0.8,-0.033804409862356166
0.81,-0.05309172676009823
0.82,-0.06266171938334457
0.83,-0.0625831731382989
0.84,-0.07092788898698152
0.85,-0.07823497674429232
0.86,-0.0994261587076059
0.87,-0.08844101643595544
0.88,-0.08623821433691842
0.89,-0.07377687839886211
0.9,-0.03938386921714305
0.91,0.01198220230622423
0.92,0.07286795025102255
0.93,0.11417406958165544
0.94,0.11919169487318601
0.95,0.11707229058375312
0.96,0.08569809186819724
0.97,0.05228970903077984
0.98,0.013233796898478138
0.99,-0.02834259242935662
1.0,-0.04185829259747663
1.01,-0.04928465367175447
1.02,-0.05492914305086116
1.03,-0.060340111464949185
1.04,-0.0693162911531545
1.05,-0.08039415739735956
1.06,-0.0766596203146284
1.07,-0.061479682580379384
1.08,-0.027348697658693372
1.09,0.014097829549999184
1.1,0.07082824895983411
1.11,0.157014118451347
1.12,0.14952966713787297
1.13,0.06862274725548811
1.14,0.003605825991078616
1.15,0.010535590604336209
1.16,0.019593818588745954
1.17,-0.008958198391542644
1.18,-0.02169541157406679
1.19,-0.03443633300288867
1.2,-0.04223667367518214
1.21,-0.05038866215632823
1.22,-0.05024780196388381
1.23,-0.05832422371877787
1.24,-0.059863732008086305
1.25,-0.06690201988323188
1.26,-0.053657771976391405
1.27,-0.023834451790004964
1.28,0.005385759781307191
1.29,0.04616371210503584
1.3,0.09055535009612721
1.31,0.11328149699546837
1.32,0.08020068104041884
1.33,0.0590078741869901
1.34,0.03593214199913738
1.35,0.030080914322431308
1.36,-0.0014572845231912883
1.37,-0.030378786266827346
1.38,-0.03645717256630428
1.39,-0.046203685357935564
1.4,-0.04514657104001523
1.41,-0.05045217609045781
1.42,-0.05162558222964558
1.43,-0.05690229957224299
1.44,-0.04662341271809112
1.45,-0.029439628934070323
1.46,0.0013927580040115747
1.47,0.01934438747424985
1.48,0.04041127004140012
1.49,0.05495642919604696
1.5,0.07390906407269941
1.51,0.06841643273319514
1.52,0.019445066849969255
1.53,0.03782853269140933
1.54,0.047343408313926
1.55,0.02017794126522014
1.56,-0.020096953787202564
1.57,-0.04867404228141537
1.58,-0.058728964063650246
1.59,-0.0649463713062612
1.6,-0.05979003849189147
1.61,-0.04311360662167266
1.62,-0.029719404269925927
1.63,-0.025017649219009827
1.64,-0.014103791732541176
1.65,-0.014697215452495738
1.66,0.009997117104541415
1.67,0.03511878368594626
1.68,0.07072553785035997
1.69,0.08131092872611437
1.7,0.09343312288820081
1.71,0.058647689336579566
1.72,0.033093125433594994
1.73,0.01864931690239708
1.74,-0.005994542679029885
1.75,-0.034336970890214986
1.76,-0.06544560961060937
1.77,-0.07142598909603223
1.78,-0.059492159143473125
1.79,-0.04695354004499214
1.8,-0.04577706451482358
1.81,-0.03660191494559909
1.82,-0.031180944908906306
1.83,-0.027159711049421834
1.84,-0.02079140225851723
1.85,-0.0018716828456037623
1.86,0.019503330901303698
1.87,0.09733685851732829
1.88,0.1509437860124169
1.89,0.1022065143014046
1.9,0.05846984800164962
1.91,0.03429865644170858
1.92,-2.426541443937521e-05
1.93,-0.030009951119827676
1.94,-0.05337724944139078
1.95,-0.04798217479980544
1.96,-0.04943279365444614
1.97,-0.0504861050133451
1.98,-0.050959830151177
1.99,-0.03695130580295551
2.0,-0.022174999869824952
2.01,-0.025208152839572416
2.02,-0.029443114366447948
2.03,-0.026824239761738998
2.04,-0.015406985663764585
2.05,0.012845712591370935
2.06,0.07442455490957216
2.07,0.14927053029258808
2.08,0.11862855357978289
2.09,0.054420551289779066
2.1,0.014146058467811133
2.11,-0.016068661461623134
2.12,-0.03939072334300938
2.13,-0.04656853143304806
2.14,-0.05763952568082639
2.15,-0.039006065015547715
2.16,-0.03542419958777786
2.17,-0.035969798128137484
2.18,-0.03358538284857195
2.19,-0.02758227094564657
2.2,-0.02439002919400969
2.21,-0.03313257206672714
2.22,-0.03456630116456813
2.23,-0.028566663840915264
2.24,-0.007185086610005264
2.25,0.0429573197290789
2.26,0.09091535693000612
2.27,0.13556930984611643
2.28,0.12647865719707016
2.29,0.05877810652309824
2.3,-0.0016957682706330234
2.31,-0.013915894630569848
2.32,-0.029870573285757894
2.33,-0.04011927168400726
2.34,-0.03967053855168804
2.35,-0.036281742840019275
2.36,-0.03970087413268156
2.37,-0.03628009652798671
2.38,-0.03280595380422316
2.39,-0.024956172600058838
2.4,-0.02718639280800091
2.41,-0.025285990644071787
2.42,-0.024307830057354873
2.43,-0.015493718288333272
2.44,0.0008995012953247801
2.45,0.04122806563381797
2.46,0.09391008339721893
2.47,0.12059269845250463
2.48,0.0738513151578366
2.49,0.015030320967150046
2.5,-0.011055299297060724
2.51,-0.024005174159107065
2.52,-0.04146363639001019
2.53,-0.04136968557375563
2.54,-0.04065312128926966
2.55,-0.03529279562387779
2.56,-0.03211875636616621
2.57,-0.034227016170967156
2.58,-0.020773699412485382
2.59,-0.014574040451433248
2.6,-0.02037966193018494
2.61,-0.025233935402965788
2.62,-0.026297395069046218
2.63,-0.009491914394576391
2.64,0.01309317366488961
2.65,0.10091136691935908
2.66,0.17652023310181028
2.67,0.10755880725226272
2.68,0.03679031345581635
2.69,0.0015832150125852035
2.7,-0.02593733801974692
2.71,-0.041099130589156145
2.72,-0.05415400598154446
2.73,-0.04209994466752204
2.74,-0.0318972204119421
2.75,-0.03422505763559402
2.76,-0.036682503467582214
2.77,-0.0349797495951713
2.78,-0.02296580277413151
2.79,-0.02418454790592036
2.8,-0.02997710469205738
2.81,-0.03173302524022943
2.82,-0.033728461762268847
2.83,-0.010649975766699057
2.84,0.03397699855400757
2.85,0.10843795463983213
2.86,0.14382151926178785
2.87,0.10843795463983212
2.88,0.033976998554007556
2.89,-0.010649975766699
2.9,-0.03372846176226881
2.91,-0.03173302524022941
2.92,-0.02997710469205738
2.93,-0.024184547905920353
2.94,-0.022965802774131485
2.95,-0.03497974959517129
2.96,-0.036682503467582186
2.97,-0.03422505763559402
2.98,-0.03189722041194212
2.99,-0.04209994466752205
3.0,-0.054154005981544455
3.01,-0.0410991305891561
3.02,-0.025937338019746913
3.03,0.0015832150125852378
3.04,0.036790313455816355
3.05,0.10755880725226272
3.06,0.17652023310181025
3.07,0.10091136691935905
3.08,0.01309317366488961
3.09,-0.009491914394576391
3.1,-0.026297395069046176
3.11,-0.025233935402965764
3.12,-0.020379661930184912
3.13,-0.0145740404514332
3.14,-0.020773699412485396
3.15,-0.034227016170967066
3.16,-0.032118756366166186
3.17,-0.03529279562387783
3.18,-0.040653121289269664
3.19,-0.04136968557375563
3.2,-0.04146363639001019
3.21,-0.02400517415910709
3.22,-0.011055299297060728
3.23,0.015030320967150053
3.24,0.07385131515783659
3.25,0.12059269845250466
3.26,0.09391008339721892
3.27,0.04122806563381797
3.28,0.0008995012953247646
3.29,-0.015493718288333288
3.3,-0.02430783005735487
3.31,-0.0252859906440718
3.32,-0.027186392808000916
3.33,-0.024956172600058838
3.34,-0.03280595380422314
3.35,-0.03628009652798667
3.36,-0.03970087413268156
3.37,-0.036281742840019254
3.38,-0.03967053855168807
3.39,-0.040119271684007266
3.4,-0.02987057328575789
3.41,-0.01391589463056984
3.42,-0.0016957682706330388
3.43,0.058778106523098214
3.44,0.12647865719707013
3.45,0.13556930984611648
3.46,0.0909153569300061
3.47,0.042957319729078916
3.48,-0.007185086610005261
3.49,-0.028566663840915288
3.5,-0.03456630116456809
3.51,-0.03313257206672704
3.52,-0.02439002919400969
3.53,-0.027582270945646657
3.54,-0.033585382848571974
3.55,-0.035969798128137484
3.56,-0.03542419958777786
3.57,-0.039006065015547715
3.58,-0.05763952568082639
3.59,-0.04656853143304806
3.6,-0.03939072334300938
3.61,-0.01606866146162311
3.62,0.014146058467811114
3.63,0.054420551289779066
3.64,0.11862855357978294
3.65,0.1492705302925881
3.66,0.07442455490957216
3.67,0.01284571259137096
3.68,-0.015406985663764581
3.69,-0.02682423976173901
3.7,-0.029443114366447965
3.71,-0.025208152839572427
3.72,-0.022174999869824956
3.73,-0.0369513058029555
3.74,-0.050959830151177006
3.75,-0.05048610501334508
3.76,-0.04943279365444612
3.77,-0.047982174799805474
3.78,-0.05337724944139081
3.79,-0.03000995111982771
3.8,-2.426541443938142e-05
3.81,0.03429865644170859
3.82,0.05846984800164961
3.83,0.1022065143014046
3.84,0.1509437860124169
3.85,0.09733685851732829
3.86,0.01950333090130372
3.87,-0.0018716828456037716
3.88,-0.02079140225851724
3.89,-0.027159711049421883
3.9,-0.031180944908906275
3.91,-0.036601914945599126
3.92,-0.04577706451482358
3.93,-0.046953540044992144
3.94,-0.05949215914347314
3.95,-0.07142598909603226
3.96,-0.06544560961060937
3.97,-0.034336970890214966
3.98,-0.005994542679029904
3.99,0.01864931690239707
4.0,0.03309312543359501
4.01,0.05864768933657958
4.02,0.09343312288820083
4.03,0.08131092872611437
4.04,0.07072553785035995
4.05,0.03511878368594625
4.06,0.00999711710454144
4.07,-0.014697215452495723
4.08,-0.014103791732541171
4.09,-0.025017649219009837
4.1,-0.02971940426992597
4.11,-0.04311360662167264
4.12,-0.05979003849189147
4.13,-0.06494637130626123
4.14,-0.05872896406365027
4.15,-0.04867404228141538
4.16,-0.020096953787202575
4.17,0.020177941265220184
4.18,0.047343408313926
4.19,0.03782853269140936
4.2,0.019445066849969248
4.21,0.0684164327331952
4.22,0.07390906407269938
4.23,0.054956429196046964
4.24,0.04041127004140012
4.25,0.019344387474249866
4.26,0.001392758004011612
4.27,-0.029439628934070317
4.28,-0.0466234127180911
4.29,-0.056902299572243006
4.3,-0.05162558222964559
4.31,-0.05045217609045779
4.32,-0.045146571040015224
4.33,-0.04620368535793556
4.34,-0.036457172566304305
4.35,-0.03037878626682734
4.36,-0.0014572845231912944
4.37,0.030080914322431308
4.38,0.03593214199913739
4.39,0.05900787418699007
4.4,0.08020068104041884
4.41,0.11328149699546837
4.42,0.09055535009612722
4.43,0.04616371210503585
4.44,0.005385759781307188
4.45,-0.02383445179000497
4.46,-0.0536577719763914
4.47,-0.06690201988323188
4.48,-0.05986373200808629
4.49,-0.05832422371877791
4.5,-0.05024780196388382
4.51,-0.050388662156328236
4.52,-0.04223667367518215
4.53,-0.03443633300288865
4.54,-0.02169541157406679
4.55,-0.008958198391542679
4.56,0.019593818588745957
4.57,0.01053559060433625
4.58,0.003605825991078622
4.59,0.06862274725548811
4.6,0.14952966713787294
4.61,0.157014118451347
4.62,0.07082824895983411
4.63,0.014097829549999153
4.64,-0.027348697658693372
4.65,-0.061479682580379426
4.66,-0.07665962031462836
4.67,-0.08039415739735956
4.68,-0.0693162911531545
4.69,-0.06034011146494922
4.7,-0.05492914305086122
4.71,-0.04928465367175446
4.72,-0.041858292597476636
4.73,-0.028342592429356595
4.74,0.013233796898478123
4.75,0.05228970903077982
4.76,0.08569809186819724
4.77,0.11707229058375312
4.78,0.119191694873186
4.79,0.11417406958165535
4.8,0.07286795025102255
4.81,0.01198220230622427
4.82,-0.03938386921714303
4.83,-0.07377687839886204
4.84,-0.08623821433691842
4.85,-0.08844101643595542
4.86,-0.09942615870760589
4.87,-0.0782349767442923
4.88,-0.07092788898698153
4.89,-0.06258317313829888
4.9,-0.06266171938334456
4.91,-0.05309172676009822
4.92,-0.03380440986235618
4.93,0.056909106306342445
4.94,0.1561981520491656
4.95,0.18672303202410911
4.96,0.19790683065684536
4.97,0.1725228644884845
4.98,0.06454712737922219
4.99,0.005937129484264683
5.0,-0.030593557545033404
5.01,-0.03834632825237436
5.02,-0.06966910640304302
5.03,-0.09212776679249587
5.04,-0.11222609753486765
5.05,-0.11228042140155778
5.06,-0.09640354372820675
5.07,-0.10080744768007456
5.08,-0.08606014820097219
5.09,-0.07799416504877857
5.1,-0.03731979265114834
5.11,-0.002167011997764523
5.12,0.0873994352655828
5.13,0.2006057389055659
5.14,0.23354843241570888
5.15,0.21413698234742806
5.16,0.1088966579983235
5.17,0.028513947114047967
5.18,0.01801522777048315
5.19,-0.04566400456477438
5.2,-0.09482594213123591
5.21,-0.09413940875767289
5.22,-0.10763317282934833
5.23,-0.1259336577504601
5.24,-0.125535308826803
5.25,-0.1190253932208504
5.26,-0.10926985853038841
5.27,-0.09320619942707677
5.28,-0.0675764058529245
5.29,-0.037631866053213
5.3,0.026298591098359626
5.31,0.09363035785582138
5.32,0.22012708435762737
5.33,0.30443344544461654
5.34,0.26132760477780737
5.35,0.2102172331572568
5.36,0.11702131483491984
5.37,0.03738458370369225
5.38,-0.06673363259478922
5.39,-0.1148111837560978
5.4,-0.13466158235699913
5.41,-0.1714098872648698
5.42,-0.16415509792980046
5.43,-0.17153744426689482
5.44,-0.13316807454613566
5.45,-0.0952429725043364
5.46,-0.08254266720240955
5.47,-0.08035431302355187
5.48,-0.07357566431775589
5.49,-0.05110110790153654
5.5,0.022294912349143742
5.51,0.15252925633963146
5.52,0.3964063745386302
5.53,0.4834681534422697
5.54,0.3447585977585414
5.55,0.1354730415273125
5.56,-0.037804432138343856
5.57,-0.12492868780540858
5.58,-0.18234867859188705
5.59,-0.1821665335379194
5.6,-0.17625214567660225
5.61,-0.21116060055888206
5.62,-0.22922190539887927
5.63,-0.2027469641925196
5.64,-0.16838043460136384
5.65,-0.15232062625036624
5.66,-0.18772529652457248
5.67,-0.19389794648050665
5.68,-0.140007537053991
5.69,-0.03327176417640869
5.7,0.15524125929266822
5.71,0.6019117107517337
